folder_name,input_folder,output_folder
1280A_959830.1451,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1280A_959830.1451,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1280A_959830.1451
1281A_248608.3133,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1281A_248608.3133,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1281A_248608.3133
1282A_280181.8226,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1282A_280181.8226,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1282A_280181.8226
1283A_994080.0576,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1283A_994080.0576,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1283A_994080.0576
1284A_384054.2131,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1284A_384054.2131,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1284A_384054.2131
1285A_739282.6186,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1285A_739282.6186,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1285A_739282.6186
1286A_304753.3115,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1286A_304753.3115,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1286A_304753.3115
1287A_721879.3067,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1287A_721879.3067,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1287A_721879.3067
1288A_659385.5955,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1288A_659385.5955,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1288A_659385.5955
1289A_348901.5061,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1289A_348901.5061,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1289A_348901.5061
128A_520254.8809,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/128A_520254.8809,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/128A_520254.8809
1290A_163576.0759,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1290A_163576.0759,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1290A_163576.0759
1291A_995424.3269,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1291A_995424.3269,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1291A_995424.3269
1292A_322295.802,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1292A_322295.802,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1292A_322295.802
1293A_740797.841,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1293A_740797.841,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1293A_740797.841
1294A_180090.6716,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1294A_180090.6716,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1294A_180090.6716
1295A_591348.6212,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1295A_591348.6212,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1295A_591348.6212
1296A_876057.3575,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1296A_876057.3575,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1296A_876057.3575
1297A_666727.7685,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1297A_666727.7685,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1297A_666727.7685
1298A_168781.0729,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1298A_168781.0729,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1298A_168781.0729
1299A_659326.690,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1299A_659326.690,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1299A_659326.690
129A_993581.4909,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/129A_993581.4909,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/129A_993581.4909
12A_170249.0152,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/12A_170249.0152,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/12A_170249.0152
1300A_851017.5167,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1300A_851017.5167,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1300A_851017.5167
1301A_405498.1676,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1301A_405498.1676,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1301A_405498.1676
1302A_898718.7706,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1302A_898718.7706,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1302A_898718.7706
1303A_668897.2823,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1303A_668897.2823,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1303A_668897.2823
1304A_280142.267,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1304A_280142.267,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1304A_280142.267
1305A_311154.8516,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1305A_311154.8516,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1305A_311154.8516
1306A_941374.4791,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1306A_941374.4791,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1306A_941374.4791
1307A_733249.9156,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1307A_733249.9156,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1307A_733249.9156
1308A_683560.2279,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1308A_683560.2279,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1308A_683560.2279
1309A_311477.1411,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1309A_311477.1411,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1309A_311477.1411
130A_502639.8942,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/130A_502639.8942,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/130A_502639.8942
1310A_713725.7928,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1310A_713725.7928,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1310A_713725.7928
1311A_676427.5924,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1311A_676427.5924,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1311A_676427.5924
1312A_455337.7155,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1312A_455337.7155,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1312A_455337.7155
1313A_569859.1031,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1313A_569859.1031,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1313A_569859.1031
1314A_689761.7476,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1314A_689761.7476,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1314A_689761.7476
1315A_147936.8079,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1315A_147936.8079,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1315A_147936.8079
1316A_329489.1496,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1316A_329489.1496,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1316A_329489.1496
1317A_903918.1175,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1317A_903918.1175,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1317A_903918.1175
1318A_982910.4721,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1318A_982910.4721,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1318A_982910.4721
1319A_178834.7386,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1319A_178834.7386,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1319A_178834.7386
131A_375752.7382,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/131A_375752.7382,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/131A_375752.7382
1320A_106053.3062,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1320A_106053.3062,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1320A_106053.3062
1321A_318735.3188,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1321A_318735.3188,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1321A_318735.3188
1322A_564735.9509,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1322A_564735.9509,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1322A_564735.9509
1323A_219821.5111,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1323A_219821.5111,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1323A_219821.5111
1324A_422287.1849,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1324A_422287.1849,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1324A_422287.1849
1325A_100096.711,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1325A_100096.711,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1325A_100096.711
1326A_289322.6568,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1326A_289322.6568,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1326A_289322.6568
1327A_650287.0301,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1327A_650287.0301,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1327A_650287.0301
1328A_923500.5215,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1328A_923500.5215,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1328A_923500.5215
1329A_700851.8478,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1329A_700851.8478,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1329A_700851.8478
132A_129613.3616,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/132A_129613.3616,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/132A_129613.3616
1330A_937945.1159,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1330A_937945.1159,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1330A_937945.1159
1331A_693366.6951,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1331A_693366.6951,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1331A_693366.6951
1332A_815928.8871,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1332A_815928.8871,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1332A_815928.8871
1333A_740376.4366,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1333A_740376.4366,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1333A_740376.4366
1334A_308614.5222,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1334A_308614.5222,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1334A_308614.5222
1335A_106997.7031,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1335A_106997.7031,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1335A_106997.7031
1336A_800209.2452,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1336A_800209.2452,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1336A_800209.2452
1337A_654261.5103,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1337A_654261.5103,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1337A_654261.5103
1338A_645918.4687,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1338A_645918.4687,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1338A_645918.4687
1339A_770130.9975,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1339A_770130.9975,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1339A_770130.9975
133A_385946.1011,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/133A_385946.1011,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/133A_385946.1011
1340A_201790.9029,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1340A_201790.9029,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1340A_201790.9029
1341A_478860.5881,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1341A_478860.5881,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1341A_478860.5881
1342A_943056.9241,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1342A_943056.9241,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1342A_943056.9241
1343A_719114.8724,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1343A_719114.8724,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1343A_719114.8724
1344A_617625.1507,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1344A_617625.1507,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1344A_617625.1507
1345A_792272.71,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1345A_792272.71,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1345A_792272.71
1346A_470909.0986,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1346A_470909.0986,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1346A_470909.0986
1347A_439427.3261,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1347A_439427.3261,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1347A_439427.3261
1348A_161503.6537,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1348A_161503.6537,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1348A_161503.6537
1349A_134738.4622,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1349A_134738.4622,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1349A_134738.4622
134A_993106.8491,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/134A_993106.8491,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/134A_993106.8491
1350A_734919.2536,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1350A_734919.2536,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1350A_734919.2536
1351A_227306.3796,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1351A_227306.3796,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1351A_227306.3796
1352A_416361.1958,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1352A_416361.1958,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1352A_416361.1958
1353A_8887.3564,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1353A_8887.3564,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1353A_8887.3564
1354A_357595.9241,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1354A_357595.9241,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1354A_357595.9241
1355A_237722.72,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1355A_237722.72,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1355A_237722.72
1356A_240797.2421,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1356A_240797.2421,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1356A_240797.2421
1357A_675395.6586,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1357A_675395.6586,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1357A_675395.6586
1358A_192518.0159,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1358A_192518.0159,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1358A_192518.0159
1359A_281233.8374,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1359A_281233.8374,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1359A_281233.8374
135A_692177.5096,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/135A_692177.5096,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/135A_692177.5096
1360A_951341.7918,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1360A_951341.7918,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1360A_951341.7918
1361A_524418.9308,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1361A_524418.9308,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1361A_524418.9308
1362A_510501.7317,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1362A_510501.7317,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1362A_510501.7317
1363A_134499.3029,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1363A_134499.3029,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1363A_134499.3029
1364A_897182.5322,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1364A_897182.5322,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1364A_897182.5322
1365A_774983.355,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1365A_774983.355,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1365A_774983.355
1366A_771081.1591,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1366A_771081.1591,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1366A_771081.1591
1367A_364920.7844,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1367A_364920.7844,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1367A_364920.7844
1368A_314603.6163,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1368A_314603.6163,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1368A_314603.6163
1369A_738860.422,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1369A_738860.422,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1369A_738860.422
136A_365286.0523,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/136A_365286.0523,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/136A_365286.0523
1370A_130108.4702,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1370A_130108.4702,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1370A_130108.4702
1371A_388594.2778,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1371A_388594.2778,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1371A_388594.2778
1372A_201334.3839,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1372A_201334.3839,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1372A_201334.3839
1373A_618212.0589,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1373A_618212.0589,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1373A_618212.0589
1374A_9173.8054,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1374A_9173.8054,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1374A_9173.8054
1375A_163711.0665,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1375A_163711.0665,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1375A_163711.0665
1376A_860865.9428,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1376A_860865.9428,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1376A_860865.9428
1377A_562651.7288,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1377A_562651.7288,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1377A_562651.7288
1378A_425321.5686,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1378A_425321.5686,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1378A_425321.5686
1379A_586387.1113,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1379A_586387.1113,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1379A_586387.1113
137A_814878.6351,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/137A_814878.6351,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/137A_814878.6351
1380A_569970.6037,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1380A_569970.6037,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1380A_569970.6037
1381A_676506.2619,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1381A_676506.2619,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1381A_676506.2619
1382A_930999.9374,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1382A_930999.9374,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1382A_930999.9374
1383A_735361.6569,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1383A_735361.6569,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1383A_735361.6569
1384A_422193.2385,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1384A_422193.2385,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1384A_422193.2385
1385A_415334.8951,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1385A_415334.8951,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1385A_415334.8951
1386A_962670.2099,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1386A_962670.2099,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1386A_962670.2099
1387A_108875.2563,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1387A_108875.2563,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1387A_108875.2563
1388A_863009.0041,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1388A_863009.0041,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1388A_863009.0041
1389A_563889.4154,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1389A_563889.4154,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1389A_563889.4154
138A_335238.2742,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/138A_335238.2742,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/138A_335238.2742
1390A_532317.4922,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1390A_532317.4922,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1390A_532317.4922
1391A_728652.0419,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1391A_728652.0419,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1391A_728652.0419
1392A_439711.0129,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1392A_439711.0129,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1392A_439711.0129
1393A_434930.0426,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1393A_434930.0426,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1393A_434930.0426
1394A_601668.6229,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1394A_601668.6229,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1394A_601668.6229
1395A_650085.7789,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1395A_650085.7789,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1395A_650085.7789
1396A_901250.74,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1396A_901250.74,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1396A_901250.74
1397A_192746.9058,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1397A_192746.9058,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1397A_192746.9058
1398A_915490.6438,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1398A_915490.6438,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1398A_915490.6438
1399A_673909.7868,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1399A_673909.7868,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1399A_673909.7868
139A_957181.2633,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/139A_957181.2633,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/139A_957181.2633
13A_865407.9949,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/13A_865407.9949,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/13A_865407.9949
1400A_230599.899,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1400A_230599.899,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1400A_230599.899
1401A_373417.6946,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1401A_373417.6946,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1401A_373417.6946
1402A_521847.1047,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1402A_521847.1047,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1402A_521847.1047
1403A_662233.1684,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1403A_662233.1684,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1403A_662233.1684
1404A_519281.4,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1404A_519281.4,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1404A_519281.4
1405A_231536.1508,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1405A_231536.1508,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1405A_231536.1508
1406A_241130.467,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1406A_241130.467,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1406A_241130.467
1407A_671537.3921,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1407A_671537.3921,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1407A_671537.3921
1408A_893870.9957,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1408A_893870.9957,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1408A_893870.9957
1409A_920077.6552,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1409A_920077.6552,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1409A_920077.6552
140A_890641.4424,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/140A_890641.4424,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/140A_890641.4424
1410A_622716.3231,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/input/1410A_622716.3231,/home/linux/IHCPs/dataset//dataset_ptrh_sin_1500/output/1410A_622716.3231
